ID,CRM_ID,NAME,GENDER,EMAIL_ADDRESS,PHONE_NUMBER,SOCIAL_SECURITY_NUMBER,STREET_ADDRESS,CITY,STATE,STATE_CODE,ZIP_CODE,EDUCATION,EMPLOYMENT_STATUS,MARITAL_STATUS,RESIDENCE,YRS_AT_CURRENT_ADDRESS,YRS_WITH_CURRENT_EMPLOYER,INCOME,NUMBER_OF_CARDS,CREDITCARD_DEBT,LOANS,CREDIT_SCORE
200408,C005408,Rachel Pays,Male,rachel.pays0408@example.com,805-555-1408,999-18-1408,3400 Maple Road,Orinda,California,CA,45597,Bachelor,Employed,Single,Living with parents/guardian,8,12,47923.08,3,1424.48,0,735
200409,C005409,Bernelle Durgan,Male,bernelle.durgan0409@mortgage-demo.local,818-555-1409,999-19-1409,8920 Cedar Boulevard,Vacaville,California,CA,95687,College,Unemployed,Single,Owner Occupier,11,8,41882.98,1,383.26,0,567
200410,C005410,Zachariah Whitley,Male,zachariah.whitley0410@mortgage-demo.local,916-555-1410,999-20-1410,9932 Vista Lane,Anaheim,California,CA,92805,High School or Below,Unemployed,Married,Public Housing,7,13,42475.72,2,590.91,0,583
200411,C005411,Leonor Everiss,Male,leonor.everiss0411@samplemail.test,510-555-1411,999-21-1411,6555 River Street,Clovis,California,CA,93611,Master,Unemployed,Single,Owner Occupier,18,14,45344.69,3,133.7,0,833
200412,C005412,Werner Pays,Female,werner.pays0412@syntheticmail.test,213-555-1412,999-22-1412,6209 Oak Lane,San Jose,California,CA,51110,College,Employed,Married,Public Housing,10,10,48026.86,2,1562.18,2,804
200413,C005413,Julian Farrell,Male,julian.farrell0413@samplemail.test,310-555-1413,999-23-1413,6204 Maple Street,Long Beach,California,CA,90815,College,Employed,Married,Public Housing,21,0,53761.84,1,137.51,1,646
200414,C005414,Iolanthe Reaveley,Male,iolanthe.reaveley0414@syntheticmail.test,650-555-1414,999-24-1414,2961 Lincoln Boulevard,West Hills,California,CA,37093,High School or Below,Unemployed,Single,Private Renting,13,11,52686.02,1,1103.37,0,680
200415,C005415,Shyann Boij,Female,shyann.boij0415@syntheticmail.test,949-555-1415,999-25-1415,3000 River Court,Dana Point,California,CA,92629,High School or Below,Unemployed,Married,Private Renting,0,16,43002.32,1,136.02,1,583
200416,C005416,Winona Armatage,Female,winona.armatage0416@example.com,213-555-1416,999-26-1416,1303 Maple Lane,San Francisco,California,CA,44189,High School or Below,Employed,Married,Public Housing,12,10,47741.62,1,1238.11,1,520
200417,C005417,Wynnie Peacham,Male,wynnie.peacham0417@example.com,916-555-1417,999-27-1417,6644 Oak Lane,Fullerton,California,CA,43310,Doctor,Employed,Married,Private Renting,11,10,50245.77,2,1297.68,2,658
200418,C005418,Rivi Farrell,Male,rivi.farrell0418@samplemail.test,310-555-1418,999-28-1418,2865 Maple Court,Alhambra,California,CA,91801,High School or Below,Employed,Single,Owner Occupier,4,0,46057.58,1,43.78,1,401
200419,C005419,Ahmad Ritchie,Male,ahmad.ritchie0419@samplemail.test,415-555-1419,999-29-1419,37 Pine Boulevard,West Hills,California,CA,91307,High School or Below,Unemployed,Single,Owner Occupier,14,22,44037.22,1,4447.57,0,600
200420,C005420,Maximillian Hoeger,Female,maximillian.hoeger0420@mortgage-demo.local,202-555-1420,999-30-1420,3051 Hillcrest Court,Newport,California,CA,92657,College,Medical Leave,Single,Public Housing,12,16,42981.16,2,6190.06,0,479
200421,C005421,Cordell Hintz,Male,cordell.hintz0421@samplemail.test,650-555-1421,999-31-1421,8789 Sunset Street,Clovis,California,CA,93611,Master,Unemployed,Single,Owner Occupier,16,15,45119.09,3,278.57,1,800
200422,C005422,Laurine Bartell,Female,laurine.bartell0422@example.com,818-555-1422,999-32-1422,2627 Market Way,San Leandro,California,CA,38178,College,Employed,Married,Owner Occupier,12,14,47797.02,1,977.4,1,750
200423,C005423,Wes Deckow,Male,wes.deckow0423@example.com,714-555-1423,999-33-1423,2067 Cedar Court,Newport Beach,California,CA,50846,Bachelor,Employed,Single,Owner Occupier,8,10,46755.33,3,1495.27,1,753
200424,C005424,Abramo Ritchie,Male,abramo.ritchie0424@samplemail.test,510-555-1424,999-34-1424,8377 Cedar Lane,Alhambra,California,CA,46770,High School or Below,Employed,Single,Private Renting,10,13,50577.12,3,1283.55,0,554
200425,C005425,Brigitte Rolfson,Female,brigitte.rolfson0425@samplemail.test,626-555-1425,999-35-1425,3759 Maple Road,Yorba Linda,California,CA,42899,Bachelor,Employed,Married,Public Housing,7,11,50338.21,2,1218.01,1,525
200426,C005426,Xavier Bergnaum,Female,xavier.bergnaum0426@example.com,510-555-1426,999-36-1426,8354 Hillcrest Avenue,Aptos,California,CA,49497,College,Employed,Single,Private Renting,14,14,46859.95,2,1601.04,1,737
200427,C005427,Tabitha Sicely,Male,tabitha.sicely0427@example.com,650-555-1427,999-37-1427,7060 Cedar Drive,Concord,California,CA,46447,Bachelor,Unemployed,Single,Private Renting,12,15,48605.53,2,1484.56,1,575
200428,C005428,Wilmette Murphy,Male,wilmette.murphy0428@syntheticmail.test,818-555-1428,999-38-1428,1430 Maple Road,Sacramento,California,CA,95814,High School or Below,Employed,Married,Public Housing,13,25,54574.96,1,703.12,1,788
200429,C005429,Emelda Fleis,Male,emelda.fleis0429@samplemail.test,310-555-1429,999-39-1429,8742 Cedar Avenue,Woodland Hills,California,CA,53280,Master,Disabled,Divorced,Owner Occupier,15,16,53202.59,2,1686.52,1,612
200430,C005430,Ola Ratke,Male,ola.ratke0430@syntheticmail.test,714-555-1430,999-40-1430,1110 River Boulevard,Healdsburg,California,CA,43104,College,Unemployed,Married,Public Housing,9,11,51446.84,2,1154.72,2,461
200431,C005431,Prudence Lindgren,Female,prudence.lindgren0431@example.com,714-555-1431,999-41-1431,2712 River Boulevard,Vacaville,California,CA,48647,College,Unemployed,Single,Owner Occupier,10,12,46655.29,3,1257.5,2,686
200432,C005432,Hershel Carroll,Female,hershel.carroll0432@mortgage-demo.local,415-555-1432,999-42-1432,9047 Maple Road,Sacramento,California,CA,95821,Bachelor,Employed,Married,Owner Occupier,0,11,50805.54,2,1825.0,1,494
200433,C005433,Sydnee Everiss,Male,sydnee.everiss0433@mortgage-demo.local,916-555-1433,999-43-1433,5318 Maple Drive,Aptos,California,CA,37210,College,Employed,Single,Private Renting,15,18,48496.96,2,1230.14,0,738
200434,C005434,Cynthy Klaggeman,Female,cynthy.klaggeman0434@example.com,650-555-1434,999-44-1434,6259 Sunset Lane,Encino,California,CA,46330,Bachelor,Unemployed,Married,Private Renting,10,15,50488.2,2,1204.59,1,557
200435,C005435,Delores Runte,Female,delores.runte0435@samplemail.test,916-555-1435,999-45-1435,3095 Pine Way,La Mirada,California,CA,90638,Bachelor,Disabled,Married,Owner Occupier,22,13,45756.54,2,2704.28,0,328
200436,C005436,Shauna Treutel,Female,shauna.treutel0436@syntheticmail.test,916-555-1436,999-46-1436,1643 Vista Road,Hesperia,California,CA,92345,High School or Below,Employed,Married,Owner Occupier,20,18,54146.02,1,572.76,2,670
200437,C005437,Emelda Patkin,Female,emelda.patkin0437@example.com,415-555-1437,999-47-1437,8887 Lincoln Street,Anaheim,California,CA,47591,High School or Below,Unemployed,Married,Owner Occupier,11,13,48629.8,2,1398.44,0,732
200438,C005438,Zoey Hanburry,Male,zoey.hanburry0438@mortgage-demo.local,310-555-1438,999-48-1438,1681 Vista Boulevard,Encino,California,CA,91316,Bachelor,Unemployed,Married,Owner Occupier,7,10,59924.0,1,695.76,0,850
200439,C005439,Martainn Butrimovich,Male,martainn.butrimovich0439@example.com,805-555-1439,999-49-1439,4618 Lincoln Street,Alhambra,California,CA,91801,High School or Below,Employed,Single,Owner Occupier,0,3,50047.26,1,180.65,1,571
200440,C005440,Wes Batz,Female,wes.batz0440@mortgage-demo.local,510-555-1440,999-50-1440,4703 Lincoln Street,Orinda,California,CA,46506,Master,Unemployed,Single,Sheltered,13,14,46344.62,2,1660.16,2,526
200441,C005441,Flossie Rolfson,Male,flossie.rolfson0441@syntheticmail.test,916-555-1441,999-51-1441,1103 Maple Boulevard,Tustin,California,CA,45304,Bachelor,Unemployed,Single,Owner Occupier,11,12,49981.17,3,1072.6,2,746
200442,C005442,Enrique Connelly,Female,enrique.connelly0442@samplemail.test,714-555-1442,999-52-1442,6279 Hillcrest Way,Long Beach,California,CA,53045,College,Employed,Married,Owner Occupier,9,12,47469.94,3,1509.87,1,551
200443,C005443,Sydnee Pays,Male,sydnee.pays0443@example.com,310-555-1443,999-53-1443,5938 Vista Way,Tustin,California,CA,45304,Bachelor,Unemployed,Single,Owner Occupier,10,13,49700.16,2,1162.38,1,680
200444,C005444,Bennett Armstrong,Male,bennett.armstrong0444@samplemail.test,916-555-1444,999-54-1444,1921 Cedar Boulevard,Concord,California,CA,46447,Bachelor,Unemployed,Single,Private Renting,7,13,46173.71,3,1137.58,1,539
200445,C005445,Rivi Colliver,Male,rivi.colliver0445@syntheticmail.test,916-555-1445,999-55-1445,2453 Cedar Way,Anderson,California,CA,45685,College,Employed,Married,Private Renting,11,14,49724.35,2,1337.86,0,712
200446,C005446,Domingo Whitley,Female,domingo.whitley0446@samplemail.test,818-555-1446,999-56-1446,179 Hillcrest Boulevard,Encino,California,CA,46330,Bachelor,Unemployed,Married,Private Renting,13,12,49696.06,1,1082.14,0,584
200447,C005447,Kaine Zulauf,Male,kaine.zulauf0447@syntheticmail.test,916-555-1447,999-57-1447,3010 Vista Street,Santa Maria,California,CA,49995,High School or Below,Unemployed,Single,Public Housing,18,8,50641.2,2,1353.8,1,801
200448,C005448,Zoey Mannix,Female,zoey.mannix0448@mortgage-demo.local,310-555-1448,999-58-1448,460 Market Drive,Santa Maria,California,CA,37709,High School or Below,Unemployed,Single,Public Housing,9,15,48482.99,2,971.1,0,701
200449,C005449,Joanny Brooks,Male,joanny.brooks0449@mortgage-demo.local,626-555-1449,999-59-1449,139 Lincoln Drive,San Leandro,California,CA,94577,College,Employed,Married,Private Renting,11,9,43205.71,1,701.21,2,850
200450,C005450,Isai Mannix,Female,isai.mannix0450@syntheticmail.test,310-555-1450,999-60-1450,9607 Oak Drive,San Jose,California,CA,48705,Master,Unemployed,Married,Living with parents/guardian,14,13,49601.23,1,1414.15,1,562
200451,C005451,Lelia Baumbach,Female,lelia.baumbach0451@mortgage-demo.local,415-555-1451,999-61-1451,7060 Oak Boulevard,Freedom,California,CA,95019,College,Employed,Married,Owner Occupier,9,25,45995.82,1,5297.47,2,701
200452,C005452,Cammy Carroll,Male,cammy.carroll0452@samplemail.test,510-555-1452,999-62-1452,4844 Cedar Street,Los Angeles,California,CA,50435,High School or Below,Employed,Married,Living with parents/guardian,12,12,47781.82,2,1558.26,0,721
200453,C005453,Ahmad Grimm,Male,ahmad.grimm0453@syntheticmail.test,650-555-1453,999-63-1453,6702 Pine Road,Sacramento,California,CA,95814,High School or Below,Employed,Married,Public Housing,10,20,56287.84,1,639.3,2,850
200454,C005454,Reagan Schiller,Male,reagan.schiller0454@example.com,626-555-1454,999-64-1454,2533 Maple Drive,Sacramento,California,CA,95814,High School or Below,Employed,Married,Public Housing,11,28,55109.34,1,673.33,0,805
200455,C005455,Prue Beer,Male,prue.beer0455@syntheticmail.test,619-555-1455,999-65-1455,7097 Market Boulevard,Goleta,California,CA,45861,Bachelor,Unemployed,Married,Private Renting,14,9,49692.79,1,1229.64,0,707
200456,C005456,Galven Lergan,Female,galven.lergan0456@example.com,949-555-1456,999-66-1456,9849 Hillcrest Avenue,Carson,California,CA,90749,Bachelor,Employed,Married,Owner Occupier,10,8,43124.26,1,1614.35,1,736
200457,C005457,Cordell Dicki,Female,cordell.dicki0457@syntheticmail.test,818-555-1457,999-67-1457,6877 Vista Lane,Petaluma,California,CA,49585,Bachelor,Medical Leave,Married,Private Renting,13,12,49114.12,2,1555.99,2,547
200458,C005458,Marie Ritchie,Female,marie.ritchie0458@samplemail.test,202-555-1458,999-68-1458,7157 Lincoln Boulevard,Lakewood,California,CA,40964,High School or Below,Disabled,Married,Public Housing,12,14,49931.09,3,1411.07,2,601
200459,C005459,Jordi Gutkowski,Female,jordi.gutkowski0459@syntheticmail.test,650-555-1459,999-69-1459,4306 Vista Avenue,Huntington Beach,California,CA,92648,Bachelor,Unemployed,Divorced,Owner Occupier,5,5,43726.28,3,899.23,0,771
200460,C005460,Brynne Harman,Male,brynne.harman0460@samplemail.test,619-555-1460,999-70-1460,9451 Oak Court,Dana Point,California,CA,42049,High School or Below,Unemployed,Married,Private Renting,12,15,49951.38,2,1072.98,2,560
200461,C005461,Hillary Stonestreet,Male,hillary.stonestreet0461@mortgage-demo.local,714-555-1461,999-71-1461,2899 Vista Road,Anderson,California,CA,96007,College,Employed,Married,Private Renting,22,27,53221.47,2,680.31,0,557
200462,C005462,Caritta Treutel,Female,caritta.treutel0462@example.com,916-555-1462,999-72-1462,6739 Maple Way,San Leandro,California,CA,50465,College,Employed,Married,Owner Occupier,8,10,50575.81,1,1620.47,0,763
200463,C005463,Brynne Boyland,Female,brynne.boyland0463@syntheticmail.test,619-555-1463,999-73-1463,6766 Hillcrest Avenue,Chino Hills,California,CA,38031,Master,Employed,Divorced,Owner Occupier,15,12,45931.05,3,1057.65,0,708
200464,C005464,Genevieve Treutel,Female,genevieve.treutel0464@mortgage-demo.local,619-555-1464,999-74-1464,8503 Pine Court,La Mirada,California,CA,90638,Bachelor,Disabled,Married,Owner Occupier,24,12,44847.97,1,2281.79,2,488
200465,C005465,Estelle Stehr,Male,estelle.stehr0465@samplemail.test,916-555-1465,999-75-1465,7167 Market Street,Goleta,California,CA,93117,Bachelor,Unemployed,Married,Private Renting,27,15,56751.03,3,766.74,0,850
200466,C005466,Genevieve Fleis,Female,genevieve.fleis0466@example.com,805-555-1466,999-76-1466,9721 Cedar Avenue,Dana Point,California,CA,92629,High School or Below,Unemployed,Married,Private Renting,0,17,43581.27,1,173.77,1,567
200467,C005467,Estelle Whether,Female,estelle.whether0467@syntheticmail.test,213-555-1467,999-77-1467,4268 Oak Drive,Chino Hills,California,CA,91709,Master,Employed,Divorced,Owner Occupier,17,12,54356.18,2,1155.06,1,704
200468,C005468,Osmond Baumbach,Male,osmond.baumbach0468@syntheticmail.test,213-555-1468,999-78-1468,5922 Market Boulevard,Fontana,California,CA,92335,Doctor,Employed,Single,Owner Occupier,4,4,43152.72,1,1122.63,0,675
200469,C005469,Prudence Grayland,Female,prudence.grayland0469@example.com,650-555-1469,999-79-1469,1921 Lincoln Court,Tahoe City,California,CA,96145,High School or Below,Unemployed,Married,Owner Occupier,11,8,48437.47,2,1139.95,0,569
200470,C005470,Petronille Koepp,Male,petronille.koepp0470@samplemail.test,415-555-1470,999-80-1470,484 Lincoln Road,Anaheim,California,CA,92805,High School or Below,Unemployed,Married,Public Housing,11,13,42093.34,1,250.32,0,607
200471,C005471,Zuzana Runte,Male,zuzana.runte0471@mortgage-demo.local,310-555-1471,999-81-1471,6437 Maple Drive,Chatsworth,California,CA,39761,College,Employed,Married,Private Renting,9,13,48914.47,3,1212.3,1,503
200472,C005472,Fred Stehr,Male,fred.stehr0472@example.com,714-555-1472,999-82-1472,7364 Cedar Avenue,Los Angeles,California,CA,50435,High School or Below,Employed,Married,Living with parents/guardian,10,11,47062.84,3,1605.08,1,687
200473,C005473,Magnum Kleingrub,Male,magnum.kleingrub0473@mortgage-demo.local,213-555-1473,999-83-1473,6095 Cedar Court,Lakewood,California,CA,53250,High School or Below,Disabled,Married,Public Housing,12,13,47858.69,2,1897.49,1,587
200474,C005474,Galven Boij,Female,galven.boij0474@mortgage-demo.local,818-555-1474,999-84-1474,9960 Maple Boulevard,Anaheim,California,CA,47591,High School or Below,Unemployed,Married,Owner Occupier,12,14,50294.36,2,1351.3,1,725
200475,C005475,Leanna Lutwyche,Male,leanna.lutwyche0475@example.com,510-555-1475,999-85-1475,9434 Oak Way,Woodland Hills,California,CA,40993,Master,Disabled,Divorced,Owner Occupier,12,14,49512.24,2,1074.24,2,572
200476,C005476,Agnesse Augie,Female,agnesse.augie0476@syntheticmail.test,650-555-1476,999-86-1476,1307 Vista Court,Dana Point,California,CA,92629,High School or Below,Unemployed,Married,Private Renting,1,14,45156.03,2,588.43,1,620
200477,C005477,Roana Whitley,Female,roana.whitley0477@syntheticmail.test,415-555-1477,999-87-1477,3709 Cedar Street,Beaumont,California,CA,92223,High School or Below,Unemployed,Single,Private Renting,4,20,44987.52,1,1099.35,0,850
200478,C005478,Rosa Durgan,Male,rosa.durgan0478@syntheticmail.test,805-555-1478,999-88-1478,4423 Cedar Road,Sacramento,California,CA,38471,High School or Below,Employed,Married,Owner Occupier,16,16,48830.86,1,1335.95,1,757
200479,C005479,Wes Dory,Male,wes.dory0479@mortgage-demo.local,510-555-1479,999-89-1479,7909 Market Street,Santa Maria,California,CA,49995,High School or Below,Unemployed,Single,Public Housing,10,12,48408.17,2,1543.53,2,788
200480,C005480,Barnie Nobriga,Female,barnie.nobriga0480@syntheticmail.test,213-555-1480,999-10-1480,6309 Market Way,North Hills,California,CA,43485,Doctor,Disabled,Divorced,Private Renting,11,14,47128.22,3,958.75,0,671
200481,C005481,Ervin Bruen,Female,ervin.bruen0481@syntheticmail.test,415-555-1481,999-11-1481,8413 Market Boulevard,Palm Springs,California,CA,92262,Bachelor,Employed,Divorced,Public Housing,21,17,57779.41,1,1858.9,1,488
200482,C005482,Effie Toffanini,Female,effie.toffanini0482@mortgage-demo.local,619-555-1482,999-12-1482,469 River Way,Carson,California,CA,90749,Bachelor,Employed,Married,Owner Occupier,13,10,43152.7,1,1492.84,0,737
200483,C005483,Wes Ratke,Female,wes.ratke0483@samplemail.test,714-555-1483,999-13-1483,9733 Sunset Way,Lakewood,California,CA,40964,High School or Below,Disabled,Married,Public Housing,11,12,50679.09,3,1233.98,2,523
200484,C005484,Joanny Fidilis,Female,joanny.fidilis0484@syntheticmail.test,415-555-1484,999-14-1484,6422 Hillcrest Street,San Leandro,California,CA,50465,College,Employed,Married,Owner Occupier,14,13,49605.35,1,1198.93,0,763
200485,C005485,Tabitha Okuneva,Male,tabitha.okuneva0485@samplemail.test,310-555-1485,999-15-1485,5163 Maple Road,Whittier,California,CA,41081,High School or Below,Medical Leave,Married,Owner Occupier,9,14,49906.61,3,1399.28,1,478
200486,C005486,Keene Quitzon,Female,keene.quitzon0486@example.com,213-555-1486,999-16-1486,8001 Market Way,Orinda,California,CA,46506,Master,Unemployed,Single,Sheltered,17,11,50079.68,2,1571.48,0,567
200487,C005487,Shelley Keling,Male,shelley.keling0487@mortgage-demo.local,650-555-1487,999-17-1487,7971 Sunset Court,Belmont,California,CA,94002,College,Employed,Married,Public Housing,6,12,52215.58,2,1218.49,1,504
200488,C005488,Ahmad Murphy,Female,ahmad.murphy0488@example.com,818-555-1488,999-18-1488,2424 Hillcrest Lane,Anaheim,California,CA,47591,High School or Below,Unemployed,Married,Owner Occupier,15,11,50756.2,1,1288.87,1,670
200489,C005489,Delmer Kollach,Male,delmer.kollach0489@syntheticmail.test,818-555-1489,999-19-1489,8633 Cedar Drive,Fontana,California,CA,43925,Doctor,Employed,Single,Public Housing,12,15,51253.48,1,1294.18,1,725
200490,C005490,Gus Feilden,Female,gus.feilden0490@mortgage-demo.local,650-555-1490,999-20-1490,4726 Maple Avenue,Palm Springs,California,CA,43368,Bachelor,Employed,Divorced,Public Housing,8,11,48175.36,1,933.86,2,578
200491,C005491,Enrique Turcotte,Male,enrique.turcotte0491@example.com,202-555-1491,999-21-1491,872 River Drive,Tustin,California,CA,92780,Bachelor,Unemployed,Single,Owner Occupier,11,24,43415.06,3,2694.43,0,803
200492,C005492,Ahmad Malyon,Male,ahmad.malyon0492@samplemail.test,510-555-1492,999-22-1492,7079 Pine Street,San Francisco,California,CA,94114,Bachelor,Employed,Married,Owner Occupier,14,11,60656.21,2,4135.98,0,448
200493,C005493,Hollis Dicki,Male,hollis.dicki0493@mortgage-demo.local,510-555-1493,999-23-1493,9473 Cedar Lane,Los Angeles,California,CA,90045,High School or Below,Unemployed,Married,Owner Occupier,14,12,47112.12,1,535.69,0,782
200494,C005494,Delta Waggatt,Female,delta.waggatt0494@mortgage-demo.local,619-555-1494,999-24-1494,8255 Lincoln Way,Encino,California,CA,46330,Bachelor,Unemployed,Married,Private Renting,10,12,46455.3,3,1376.59,0,660
200495,C005495,Amy Deckow,Female,amy.deckow0495@mortgage-demo.local,626-555-1495,999-25-1495,878 Hillcrest Road,San Jose,California,CA,51110,College,Employed,Married,Public Housing,11,16,50695.94,2,1442.3,1,757
200496,C005496,Carmine Friesen,Male,carmine.friesen0496@syntheticmail.test,916-555-1496,999-26-1496,5429 Oak Street,Truckee,California,CA,53397,College,Unemployed,Single,Living with parents/guardian,16,13,51695.65,1,1699.22,1,599
200497,C005497,Ford Bergstrom,Male,ford.bergstrom0497@example.com,714-555-1497,999-27-1497,1 Cedar Street,West Hills,California,CA,91307,High School or Below,Unemployed,Single,Owner Occupier,13,27,43358.41,1,4150.66,1,617
200498,C005498,Zachariah Bergstrom,Male,zachariah.bergstrom0498@mortgage-demo.local,626-555-1498,999-28-1498,7195 Pine Street,Clovis,California,CA,93611,Master,Unemployed,Single,Owner Occupier,18,14,46344.45,3,140.89,0,793
200499,C005499,Brynne Baumbach,Male,brynne.baumbach0499@syntheticmail.test,626-555-1499,999-29-1499,1759 River Boulevard,Fontana,California,CA,92335,Doctor,Employed,Single,Owner Occupier,2,3,45239.43,1,1504.21,1,642
200500,C005500,Alanna Treutel,Male,alanna.treutel0500@samplemail.test,202-555-1500,999-30-1500,7667 River Drive,Fontana,California,CA,92335,Doctor,Employed,Single,Owner Occupier,2,2,44267.99,2,1063.66,0,648
200501,C005501,Delmer Lesch,Female,delmer.lesch0501@mortgage-demo.local,818-555-1501,999-31-1501,4964 Hillcrest Street,Fullerton,California,CA,92635,Doctor,Employed,Married,Private Renting,23,20,46733.55,2,2396.64,2,790
200502,C005502,Einar Bayles,Male,einar.bayles0502@example.com,415-555-1502,999-32-1502,737 Oak Road,San Jose,California,CA,95124,Bachelor,Employed,Married,Owner Occupier,24,15,56111.26,2,1462.39,1,619
200503,C005503,Joanny Kollach,Male,joanny.kollach0503@example.com,213-555-1503,999-33-1503,1015 Pine Drive,Clovis,California,CA,93611,Master,Unemployed,Single,Owner Occupier,12,15,46151.39,2,52.05,1,821
200504,C005504,Justyn Boyland,Female,justyn.boyland0504@samplemail.test,650-555-1504,999-34-1504,3207 Sunset Way,Aptos,California,CA,49497,College,Employed,Single,Private Renting,10,16,52598.11,3,1456.74,1,680
200505,C005505,Elinor Blackledge,Male,elinor.blackledge0505@mortgage-demo.local,619-555-1505,999-35-1505,6686 Pine Street,Truckee,California,CA,41110,College,Unemployed,Single,Living with parents/guardian,14,10,49371.05,2,1243.38,0,559
200506,C005506,Maximillian Klimontovich,Female,maximillian.klimontovich0506@example.com,949-555-1506,999-36-1506,9325 Maple Road,Hesperia,California,CA,92345,High School or Below,Employed,Married,Owner Occupier,19,20,51620.19,2,225.47,0,622
200507,C005507,Brannon Patkin,Female,brannon.patkin0507@mortgage-demo.local,714-555-1507,999-37-1507,1226 Vista Lane,San Jose,California,CA,95136,College,Employed,Divorced,Public Housing,16,9,51415.13,1,305.42,0,449
200508,C005508,Winona Bernhard,Female,winona.bernhard0508@samplemail.test,415-555-1508,999-38-1508,5482 Oak Road,Stockton,California,CA,53602,Bachelor,Employed,Married,Owner Occupier,7,13,48109.59,2,1519.1,0,575
200509,C005509,Bennett Everiss,Male,bennett.everiss0509@samplemail.test,202-555-1509,999-39-1509,4433 Oak Street,Petaluma,California,CA,37298,Bachelor,Medical Leave,Married,Private Renting,7,13,45951.78,3,1050.26,0,723
200510,C005510,Genevieve Blackledge,Male,genevieve.blackledge0510@syntheticmail.test,202-555-1510,999-40-1510,297 Vista Way,Tustin,California,CA,45304,Bachelor,Unemployed,Single,Owner Occupier,13,13,49503.34,1,1203.76,0,792
200511,C005511,Einar Dory,Female,einar.dory0511@example.com,949-555-1511,999-41-1511,3722 Hillcrest Avenue,San Francisco,California,CA,94103,Bachelor,Unemployed,Single,Owner Occupier,0,13,43602.5,3,867.13,0,772
200512,C005512,Zachariah Peacham,Male,zachariah.peacham0512@example.com,714-555-1512,999-42-1512,1259 Maple Drive,Alhambra,California,CA,46770,High School or Below,Employed,Single,Private Renting,10,14,49763.42,2,1422.64,1,577
200513,C005513,Bobbie Goldner,Male,bobbie.goldner0513@example.com,510-555-1513,999-43-1513,5680 Hillcrest Way,Huntington Beach,California,CA,42811,Bachelor,Medical Leave,Divorced,Private Renting,13,13,51804.48,2,1045.43,1,508
200514,C005514,Roosevelt Bartell,Male,roosevelt.bartell0514@syntheticmail.test,202-555-1514,999-44-1514,1872 Oak Way,Chatsworth,California,CA,39761,College,Employed,Married,Private Renting,14,14,48119.16,2,1212.3,0,586
200515,C005515,Effie Reaveley,Male,effie.reaveley0515@syntheticmail.test,202-555-1515,999-45-1515,8725 Oak Drive,Newport Beach,California,CA,50846,Bachelor,Employed,Single,Owner Occupier,10,14,46347.75,1,1702.51,1,721
200516,C005516,Maryjane Butrimovich,Male,maryjane.butrimovich0516@syntheticmail.test,714-555-1516,999-46-1516,7005 Oak Street,San Leandro,California,CA,94577,College,Employed,Married,Private Renting,6,12,41988.62,1,879.15,0,850
200517,C005517,Elinor Farrell,Female,elinor.farrell0517@mortgage-demo.local,619-555-1517,999-47-1517,1402 Market Drive,Sacramento,California,CA,95821,Bachelor,Employed,Married,Owner Occupier,3,15,51332.18,1,1909.59,0,490
200518,C005518,Madelle Beier,Female,madelle.beier0518@syntheticmail.test,202-555-1518,999-48-1518,7582 Oak Way,San Francisco,California,CA,94105,Bachelor,Retired,Divorced,Public Housing,10,9,46316.75,1,220.17,1,850
200519,C005519,Madelle Goldner,Female,madelle.goldner0519@mortgage-demo.local,415-555-1519,999-49-1519,4253 River Road,Santa Maria,California,CA,37709,High School or Below,Unemployed,Single,Public Housing,10,12,45755.29,1,1086.49,2,719
200520,C005520,Rodrigo Isenor,Female,rodrigo.isenor0520@example.com,818-555-1520,999-50-1520,4245 Sunset Avenue,Studio City,California,CA,37562,Doctor,Employed,Single,Living with parents/guardian,12,14,48163.41,3,1189.16,1,587
200521,C005521,Ima Cummerata,Female,ima.cummerata0521@samplemail.test,619-555-1521,999-51-1521,405 Lincoln Court,Roseville,California,CA,95661,High School or Below,Employed,Married,Owner Occupier,12,1,51683.6,3,597.27,0,675
200522,C005522,Kennedi Colliver,Female,kennedi.colliver0522@mortgage-demo.local,818-555-1522,999-52-1522,3521 Hillcrest Avenue,San Jose,California,CA,95125,Master,Unemployed,Married,Owner Occupier,8,9,44637.94,1,495.13,0,681
200523,C005523,Tiffanie Whether,Male,tiffanie.whether0523@example.com,619-555-1523,999-53-1523,9947 River Way,Whittier,California,CA,90602,High School or Below,Medical Leave,Married,Living with parents/guardian,14,21,49209.15,2,11046.71,0,845
200524,C005524,Isai Dunnett,Male,isai.dunnett0524@syntheticmail.test,714-555-1524,999-54-1524,5930 Maple Court,Long Beach,California,CA,90815,College,Employed,Married,Public Housing,17,2,51908.75,1,0.0,1,749
200525,C005525,Jordi Batz,Female,jordi.batz0525@mortgage-demo.local,626-555-1525,999-55-1525,5143 Maple Street,Vacaville,California,CA,48647,College,Unemployed,Single,Owner Occupier,10,15,47493.24,3,1220.57,1,684
200526,C005526,Genevieve Isenor,Female,genevieve.isenor0526@syntheticmail.test,626-555-1526,999-56-1526,1655 Cedar Avenue,San Jose,California,CA,44688,College,Employed,Divorced,Private Renting,12,13,50513.83,1,1086.95,2,651
200527,C005527,Landen Hessel,Female,landen.hessel0527@example.com,650-555-1527,999-57-1527,742 Maple Court,Beaumont,California,CA,41345,High School or Below,Unemployed,Single,Owner Occupier,13,9,51436.51,1,1379.58,1,511
